dup1,dup2,type
Zm00001eb384200,Zm00001eb239770,SD
Zm00001eb265000,Zm00001eb354910,SD
Zm00001eb142730,Zm00001eb363880,SD
Zm00001eb198260,Zm00001eb037170,SD
Zm00001eb401420,Zm00001eb006740,SD
Zm00001eb120370,Zm00001eb338190,SD
Zm00001eb390500,Zm00001eb024570,SD
Zm00001eb005530,Zm00001eb402180,SD
Zm00001eb011720,Zm00001eb398000,SD
Zm00001eb222170,Zm00001eb046390,SD
Zm00001eb222170,Zm00001eb402810,SD
Zm00001eb222170,Zm00001eb003210,SD
Zm00001eb256190,Zm00001eb278940,SD
Zm00001eb256190,Zm00001eb314660,SD
Zm00001eb155580,Zm00001eb361080,SD
Zm00001eb311230,Zm00001eb042260,SD
Zm00001eb194210,Zm00001eb255170,SD
Zm00001eb194210,Zm00001eb372640,SD
Zm00001eb191240,Zm00001eb259120,SD
Zm00001eb125810,Zm00001eb334920,SD
Zm00001eb297300,Zm00001eb345270,SD
Zm00001eb331410,Zm00001eb111860,SD
Zm00001eb287310,Zm00001eb350890,SD
Zm00001eb097000,Zm00001eb063620,SD
Zm00001eb140450,Zm00001eb362580,SD
Zm00001eb060340,Zm00001eb213160,SD
Zm00001eb358170,Zm00001eb162060,SD
Zm00001eb422500,Zm00001eb082820,SD
Zm00001eb279550,Zm00001eb254920,SD
Zm00001eb279550,Zm00001eb194440,SD
Zm00001eb236160,Zm00001eb205930,SD
Zm00001eb155170,Zm00001eb361250,SD
Zm00001eb032060,Zm00001eb050220,SD
Zm00001eb032060,Zm00001eb218530,SD
Zm00001eb051310,Zm00001eb135200,SD
Zm00001eb068600,Zm00001eb432050,SD
Zm00001eb041760,Zm00001eb179510,SD
Zm00001eb129490,Zm00001eb354510,SD
Zm00001eb328520,Zm00001eb394080,SD
Zm00001eb210930,Zm00001eb064140,SD
Zm00001eb193180,Zm00001eb256730,SD
Zm00001eb193180,Zm00001eb373670,SD
Zm00001eb193180,Zm00001eb278670,SD
Zm00001eb429190,Zm00001eb073920,SD
Zm00001eb160210,Zm00001eb357120,SD
Zm00001eb192900,Zm00001eb257200,SD
Zm00001eb211700,Zm00001eb062640,SD
Zm00001eb084260,Zm00001eb421790,SD
Zm00001eb195600,Zm00001eb093750,SD
Zm00001eb320850,Zm00001eb104370,SD
Zm00001eb179390,Zm00001eb312170,SD
Zm00001eb179390,Zm00001eb099240,SD
Zm00001eb427480,Zm00001eb075500,SD
Zm00001eb350430,Zm00001eb119270,SD
Zm00001eb106240,Zm00001eb323140,SD
Zm00001eb413030,Zm00001eb171820,SD
Zm00001eb289830,Zm00001eb351520,SD
Zm00001eb005400,Zm00001eb402310,SD
Zm00001eb110590,Zm00001eb329510,SD
Zm00001eb013240,Zm00001eb397090,SD
Zm00001eb370580,Zm00001eb152600,SD
Zm00001eb170190,Zm00001eb113060,SD
Zm00001eb250390,Zm00001eb187120,SD
Zm00001eb250390,Zm00001eb073750,SD
Zm00001eb250390,Zm00001eb428830,SD
Zm00001eb261210,Zm00001eb173540,SD
Zm00001eb251170,Zm00001eb072440,SD
Zm00001eb251170,Zm00001eb428320,SD
Zm00001eb256920,Zm00001eb193130,SD
Zm00001eb151190,Zm00001eb291850,SD
Zm00001eb001510,Zm00001eb403800,SD
Zm00001eb232160,Zm00001eb208070,SD
Zm00001eb068930,Zm00001eb431900,SD
Zm00001eb059350,Zm00001eb213710,SD
Zm00001eb059350,Zm00001eb299720,SD
Zm00001eb049010,Zm00001eb219720,SD
Zm00001eb232780,Zm00001eb273950,SD
Zm00001eb294490,Zm00001eb342510,SD
Zm00001eb076050,Zm00001eb434300,SD
Zm00001eb099980,Zm00001eb313850,SD
Zm00001eb099980,Zm00001eb374110,SD
Zm00001eb326030,Zm00001eb108100,SD
Zm00001eb013540,Zm00001eb396920,SD
Zm00001eb055310,Zm00001eb216080,SD
Zm00001eb171020,Zm00001eb414020,SD
Zm00001eb171020,Zm00001eb430600,SD
Zm00001eb283310,Zm00001eb122890,SD
Zm00001eb034700,Zm00001eb199780,SD
Zm00001eb211200,Zm00001eb063620,SD
Zm00001eb018930,Zm00001eb392460,SD
Zm00001eb279830,Zm00001eb372150,SD
Zm00001eb279830,Zm00001eb254330,SD
Zm00001eb414020,Zm00001eb430600,SD
Zm00001eb414020,Zm00001eb071280,SD
Zm00001eb077880,Zm00001eb426230,SD
Zm00001eb250760,Zm00001eb187370,SD
Zm00001eb250760,Zm00001eb073010,SD
Zm00001eb250760,Zm00001eb427970,SD
Zm00001eb195630,Zm00001eb093730,SD
Zm00001eb103540,Zm00001eb319700,SD
Zm00001eb135290,Zm00001eb030710,SD
Zm00001eb185030,Zm00001eb247500,SD
Zm00001eb404850,Zm00001eb194990,SD
Zm00001eb205500,Zm00001eb240630,SD
Zm00001eb329870,Zm00001eb110840,SD
Zm00001eb155300,Zm00001eb294390,SD
Zm00001eb334740,Zm00001eb126080,SD
Zm00001eb352560,Zm00001eb150730,SD
Zm00001eb258290,Zm00001eb191940,SD
Zm00001eb317210,Zm00001eb102200,SD
Zm00001eb400530,Zm00001eb007180,SD
Zm00001eb019480,Zm00001eb392940,SD
Zm00001eb279270,Zm00001eb255510,SD
Zm00001eb279270,Zm00001eb193860,SD
Zm00001eb387560,Zm00001eb234960,SD
Zm00001eb283880,Zm00001eb347400,SD
Zm00001eb223550,Zm00001eb048710,SD
Zm00001eb363850,Zm00001eb142640,SD
Zm00001eb272360,Zm00001eb227980,SD
Zm00001eb099620,Zm00001eb312970,SD
Zm00001eb067690,Zm00001eb432530,SD
Zm00001eb221390,Zm00001eb045460,SD
Zm00001eb099490,Zm00001eb179870,SD
Zm00001eb158070,Zm00001eb359420,SD
Zm00001eb158070,Zm00001eb296460,SD
Zm00001eb142460,Zm00001eb363750,SD
Zm00001eb210570,Zm00001eb064850,SD
Zm00001eb422640,Zm00001eb082680,SD
Zm00001eb352700,Zm00001eb291880,SD
Zm00001eb013970,Zm00001eb396540,SD
Zm00001eb085150,Zm00001eb241920,SD
Zm00001eb396100,Zm00001eb014720,SD
Zm00001eb423640,Zm00001eb244590,SD
Zm00001eb370640,Zm00001eb152670,SD
Zm00001eb243460,Zm00001eb082680,SD
Zm00001eb187370,Zm00001eb073010,SD
Zm00001eb187370,Zm00001eb427970,SD
Zm00001eb430300,Zm00001eb071830,SD
Zm00001eb430300,Zm00001eb251820,SD
Zm00001eb202440,Zm00001eb091980,SD
Zm00001eb202440,Zm00001eb139420,SD
Zm00001eb202440,Zm00001eb407670,SD
Zm00001eb255510,Zm00001eb193860,SD
Zm00001eb255510,Zm00001eb101180,SD
Zm00001eb142820,Zm00001eb363950,SD
Zm00001eb212610,Zm00001eb061460,SD
Zm00001eb376630,Zm00001eb271050,SD
Zm00001eb081320,Zm00001eb182770,SD
Zm00001eb391730,Zm00001eb328590,SD
Zm00001eb042180,Zm00001eb178740,SD
Zm00001eb042180,Zm00001eb311030,SD
Zm00001eb080690,Zm00001eb245040,SD
Zm00001eb062730,Zm00001eb211660,SD
Zm00001eb062730,Zm00001eb012340,SD
Zm00001eb050280,Zm00001eb218560,SD
Zm00001eb277000,Zm00001eb385960,SD
Zm00001eb251820,Zm00001eb071830,SD
Zm00001eb098700,Zm00001eb311250,SD
Zm00001eb098700,Zm00001eb178900,SD
Zm00001eb235850,Zm00001eb386520,SD
Zm00001eb100340,Zm00001eb314310,SD
Zm00001eb207990,Zm00001eb232390,SD
Zm00001eb171700,Zm00001eb413160,SD
Zm00001eb333170,Zm00001eb128150,SD
Zm00001eb060050,Zm00001eb213310,SD
Zm00001eb096980,Zm00001eb304290,SD
Zm00001eb243330,Zm00001eb181840,SD
Zm00001eb144360,Zm00001eb365560,SD
Zm00001eb260850,Zm00001eb173840,SD
Zm00001eb009170,Zm00001eb399800,SD
Zm00001eb174190,Zm00001eb260390,SD
Zm00001eb336470,Zm00001eb123160,SD
Zm00001eb366640,Zm00001eb146560,SD
Zm00001eb219230,Zm00001eb051780,SD
Zm00001eb385150,Zm00001eb277320,SD
Zm00001eb385150,Zm00001eb205160,SD
Zm00001eb244780,Zm00001eb081190,SD
Zm00001eb052660,Zm00001eb218160,SD
Zm00001eb148220,Zm00001eb289590,SD
Zm00001eb279230,Zm00001eb373000,SD
Zm00001eb057020,Zm00001eb215020,SD
Zm00001eb293840,Zm00001eb371020,SD
Zm00001eb363070,Zm00001eb141000,SD
Zm00001eb313350,Zm00001eb041070,SD
Zm00001eb311250,Zm00001eb178900,SD
Zm00001eb064490,Zm00001eb210780,SD
Zm00001eb223560,Zm00001eb048720,SD
Zm00001eb302950,Zm00001eb061630,SD
Zm00001eb176590,Zm00001eb037930,SD
Zm00001eb176590,Zm00001eb100460,SD
Zm00001eb176590,Zm00001eb314720,SD
Zm00001eb070550,Zm00001eb431050,SD
Zm00001eb279030,Zm00001eb373380,SD
Zm00001eb279030,Zm00001eb256120,SD
Zm00001eb294800,Zm00001eb342840,SD
Zm00001eb239770,Zm00001eb205050,SD
Zm00001eb296460,Zm00001eb359420,SD
Zm00001eb193860,Zm00001eb101180,SD
Zm00001eb060980,Zm00001eb212880,SD
Zm00001eb148390,Zm00001eb367990,SD
Zm00001eb121150,Zm00001eb337370,SD
Zm00001eb344470,Zm00001eb158740,SD
Zm00001eb072440,Zm00001eb428320,SD
Zm00001eb188120,Zm00001eb251520,SD
Zm00001eb427060,Zm00001eb076730,SD
Zm00001eb434070,Zm00001eb065740,SD
Zm00001eb430600,Zm00001eb071280,SD
Zm00001eb291140,Zm00001eb352210,SD
Zm00001eb291140,Zm00001eb015490,SD
Zm00001eb135320,Zm00001eb030780,SD
Zm00001eb139420,Zm00001eb091980,SD
Zm00001eb153610,Zm00001eb371170,SD
Zm00001eb153610,Zm00001eb293690,SD
Zm00001eb153610,Zm00001eb353550,SD
Zm00001eb423410,Zm00001eb081680,SD
Zm00001eb205160,Zm00001eb240090,SD
Zm00001eb205160,Zm00001eb277320,SD
Zm00001eb226920,Zm00001eb272920,SD
Zm00001eb226920,Zm00001eb232200,SD
Zm00001eb035780,Zm00001eb174710,SD
Zm00001eb359740,Zm00001eb157490,SD
Zm00001eb359740,Zm00001eb296020,SD
Zm00001eb272920,Zm00001eb232200,SD
Zm00001eb080870,Zm00001eb424010,SD
Zm00001eb080870,Zm00001eb244910,SD
Zm00001eb229510,Zm00001eb209800,SD
Zm00001eb062640,Zm00001eb012440,SD
Zm00001eb011940,Zm00001eb147750,SD
Zm00001eb343350,Zm00001eb295520,SD
Zm00001eb367840,Zm00001eb148130,SD
Zm00001eb302720,Zm00001eb116340,SD
Zm00001eb302720,Zm00001eb212660,SD
Zm00001eb302720,Zm00001eb061380,SD
Zm00001eb277380,Zm00001eb383950,SD
Zm00001eb277380,Zm00001eb205130,SD
Zm00001eb380990,Zm00001eb253150,SD
Zm00001eb091980,Zm00001eb407670,SD
Zm00001eb062210,Zm00001eb212040,SD
Zm00001eb204920,Zm00001eb238820,SD
Zm00001eb292460,Zm00001eb152000,SD
Zm00001eb183710,Zm00001eb246020,SD
Zm00001eb375270,Zm00001eb258170,SD
Zm00001eb375270,Zm00001eb281730,SD
Zm00001eb224830,Zm00001eb273950,SD
Zm00001eb282990,Zm00001eb122400,SD
Zm00001eb207270,Zm00001eb233140,SD
Zm00001eb058320,Zm00001eb298700,SD
Zm00001eb366900,Zm00001eb147240,SD
Zm00001eb372150,Zm00001eb254330,SD
Zm00001eb146350,Zm00001eb289290,SD
Zm00001eb146350,Zm00001eb348700,SD
Zm00001eb057170,Zm00001eb004410,SD
Zm00001eb293310,Zm00001eb361960,SD
Zm00001eb293310,Zm00001eb154190,SD
Zm00001eb397140,Zm00001eb013130,SD
Zm00001eb150540,Zm00001eb352400,SD
Zm00001eb150540,Zm00001eb291450,SD
Zm00001eb099240,Zm00001eb312170,SD
Zm00001eb070110,Zm00001eb431330,SD
Zm00001eb114140,Zm00001eb200060,SD
Zm00001eb118870,Zm00001eb339490,SD
Zm00001eb158020,Zm00001eb359460,SD
Zm00001eb158020,Zm00001eb344210,SD
Zm00001eb216800,Zm00001eb054200,SD
Zm00001eb055870,Zm00001eb215670,SD
Zm00001eb257280,Zm00001eb192770,SD
Zm00001eb100260,Zm00001eb314220,SD
Zm00001eb434270,Zm00001eb076030,SD
Zm00001eb143110,Zm00001eb364360,SD
Zm00001eb073010,Zm00001eb427970,SD
Zm00001eb174200,Zm00001eb260380,SD
Zm00001eb396490,Zm00001eb014110,SD
Zm00001eb249390,Zm00001eb186420,SD
Zm00001eb249390,Zm00001eb074870,SD
Zm00001eb249390,Zm00001eb429850,SD
Zm00001eb110960,Zm00001eb016800,SD
Zm00001eb110960,Zm00001eb330070,SD
Zm00001eb148130,Zm00001eb012040,SD
Zm00001eb321890,Zm00001eb105390,SD
Zm00001eb333760,Zm00001eb127490,SD
Zm00001eb296020,Zm00001eb157490,SD
Zm00001eb425620,Zm00001eb078680,SD
Zm00001eb314160,Zm00001eb100230,SD
Zm00001eb179870,Zm00001eb041220,SD
Zm00001eb163390,Zm00001eb196400,SD
Zm00001eb163390,Zm00001eb405120,SD
Zm00001eb332650,Zm00001eb129000,SD
Zm00001eb259470,Zm00001eb190630,SD
Zm00001eb294430,Zm00001eb342430,SD
Zm00001eb026440,Zm00001eb010450,SD
Zm00001eb026440,Zm00001eb398830,SD
Zm00001eb143290,Zm00001eb036450,SD
Zm00001eb143290,Zm00001eb364570,SD
Zm00001eb304160,Zm00001eb063290,SD
Zm00001eb304160,Zm00001eb211390,SD
Zm00001eb311550,Zm00001eb098900,SD
Zm00001eb355050,Zm00001eb265270,SD
Zm00001eb042050,Zm00001eb178590,SD
Zm00001eb364610,Zm00001eb143340,SD
Zm00001eb217990,Zm00001eb032480,SD
Zm00001eb209490,Zm00001eb229940,SD
Zm00001eb397360,Zm00001eb148640,SD
Zm00001eb397620,Zm00001eb012530,SD
Zm00001eb253150,Zm00001eb189080,SD
Zm00001eb095290,Zm00001eb303220,SD
Zm00001eb095290,Zm00001eb061930,SD
Zm00001eb338510,Zm00001eb119840,SD
Zm00001eb373180,Zm00001eb279160,SD
Zm00001eb223210,Zm00001eb048320,SD
Zm00001eb072390,Zm00001eb251210,SD
Zm00001eb294830,Zm00001eb342850,SD
Zm00001eb294830,Zm00001eb156040,SD
Zm00001eb294830,Zm00001eb360750,SD
Zm00001eb038660,Zm00001eb175640,SD
Zm00001eb344210,Zm00001eb359460,SD
Zm00001eb314720,Zm00001eb100460,SD
Zm00001eb314720,Zm00001eb037930,SD
Zm00001eb228320,Zm00001eb272150,SD
Zm00001eb228320,Zm00001eb002830,SD
Zm00001eb101880,Zm00001eb034940,SD
Zm00001eb184830,Zm00001eb426230,SD
Zm00001eb184830,Zm00001eb077880,SD
Zm00001eb100460,Zm00001eb037930,SD
Zm00001eb360750,Zm00001eb156040,SD
Zm00001eb368100,Zm00001eb148640,SD
Zm00001eb314790,Zm00001eb100410,SD
Zm00001eb207430,Zm00001eb273900,SD
Zm00001eb417220,Zm00001eb332150,SD
Zm00001eb379990,Zm00001eb280580,SD
Zm00001eb243260,Zm00001eb181760,SD
Zm00001eb168140,Zm00001eb112340,SD
Zm00001eb260360,Zm00001eb174210,SD
Zm00001eb150640,Zm00001eb369380,SD
Zm00001eb159970,Zm00001eb356940,SD
Zm00001eb251520,Zm00001eb072030,SD
Zm00001eb176690,Zm00001eb038030,SD
Zm00001eb176690,Zm00001eb314880,SD
Zm00001eb388960,Zm00001eb233930,SD
Zm00001eb408080,Zm00001eb200970,SD
Zm00001eb060810,Zm00001eb212940,SD
Zm00001eb147260,Zm00001eb288980,SD
Zm00001eb147260,Zm00001eb348270,SD
Zm00001eb116930,Zm00001eb301420,SD
Zm00001eb116930,Zm00001eb212960,SD
Zm00001eb116930,Zm00001eb060730,SD
Zm00001eb315600,Zm00001eb101180,SD
Zm00001eb212960,Zm00001eb060730,SD
Zm00001eb212960,Zm00001eb301420,SD
Zm00001eb375730,Zm00001eb271440,SD
Zm00001eb318990,Zm00001eb103150,SD
Zm00001eb318990,Zm00001eb037570,SD
Zm00001eb318990,Zm00001eb198560,SD
Zm00001eb275520,Zm00001eb387440,SD
Zm00001eb311920,Zm00001eb041910,SD
Zm00001eb003140,Zm00001eb402780,SD
Zm00001eb172350,Zm00001eb415710,SD
Zm00001eb342760,Zm00001eb294770,SD
Zm00001eb342760,Zm00001eb360730,SD
Zm00001eb060730,Zm00001eb301420,SD
Zm00001eb058360,Zm00001eb298780,SD
Zm00001eb398860,Zm00001eb010400,SD
Zm00001eb398860,Zm00001eb026350,SD
Zm00001eb234610,Zm00001eb206440,SD
Zm00001eb061440,Zm00001eb212630,SD
Zm00001eb292040,Zm00001eb151440,SD
Zm00001eb194820,Zm00001eb404820,SD
Zm00001eb348300,Zm00001eb147110,SD
Zm00001eb298990,Zm00001eb118010,SD
Zm00001eb298990,Zm00001eb058460,SD
Zm00001eb298990,Zm00001eb214190,SD
Zm00001eb372130,Zm00001eb254280,SD
Zm00001eb035030,Zm00001eb316740,SD
Zm00001eb035030,Zm00001eb101920,SD
Zm00001eb141520,Zm00001eb363170,SD
Zm00001eb398180,Zm00001eb011430,SD
Zm00001eb193780,Zm00001eb373100,SD
Zm00001eb366030,Zm00001eb145510,SD
Zm00001eb351460,Zm00001eb289790,SD
Zm00001eb351460,Zm00001eb148680,SD
Zm00001eb351460,Zm00001eb368130,SD
Zm00001eb251670,Zm00001eb071920,SD
Zm00001eb296540,Zm00001eb158350,SD
Zm00001eb060780,Zm00001eb301450,SD
Zm00001eb060780,Zm00001eb116880,SD
Zm00001eb116720,Zm00001eb301850,SD
Zm00001eb417170,Zm00001eb354750,SD
Zm00001eb372490,Zm00001eb279580,SD
Zm00001eb372490,Zm00001eb194480,SD
Zm00001eb372490,Zm00001eb254600,SD
Zm00001eb367660,Zm00001eb147880,SD
Zm00001eb221100,Zm00001eb044870,SD
Zm00001eb314880,Zm00001eb038030,SD
Zm00001eb317430,Zm00001eb035970,SD
Zm00001eb421230,Zm00001eb085220,SD
Zm00001eb196980,Zm00001eb092710,SD
Zm00001eb214510,Zm00001eb057930,SD
Zm00001eb068760,Zm00001eb431950,SD
Zm00001eb383950,Zm00001eb240020,SD
Zm00001eb430260,Zm00001eb071850,SD
Zm00001eb026350,Zm00001eb010400,SD
Zm00001eb147080,Zm00001eb366830,SD
Zm00001eb256100,Zm00001eb314750,SD
Zm00001eb116880,Zm00001eb301450,SD
Zm00001eb082390,Zm00001eb181840,SD
Zm00001eb174330,Zm00001eb260240,SD
Zm00001eb205820,Zm00001eb235880,SD
Zm00001eb205820,Zm00001eb386560,SD
Zm00001eb186420,Zm00001eb074870,SD
Zm00001eb186420,Zm00001eb429850,SD
Zm00001eb218530,Zm00001eb050220,SD
Zm00001eb078440,Zm00001eb425830,SD
Zm00001eb078440,Zm00001eb184470,SD
Zm00001eb398400,Zm00001eb011040,SD
Zm00001eb173320,Zm00001eb261590,SD
Zm00001eb254600,Zm00001eb194480,SD
Zm00001eb254600,Zm00001eb279580,SD
Zm00001eb235880,Zm00001eb386560,SD
Zm00001eb190840,Zm00001eb259240,SD
Zm00001eb246010,Zm00001eb183700,SD
Zm00001eb383650,Zm00001eb204590,SD
Zm00001eb040310,Zm00001eb177330,SD
Zm00001eb067740,Zm00001eb432520,SD
Zm00001eb366800,Zm00001eb147050,SD
Zm00001eb402720,Zm00001eb003000,SD
Zm00001eb085690,Zm00001eb420910,SD
Zm00001eb028550,Zm00001eb136900,SD
Zm00001eb043690,Zm00001eb220370,SD
Zm00001eb100650,Zm00001eb037740,SD
Zm00001eb100650,Zm00001eb176420,SD
Zm00001eb333980,Zm00001eb127210,SD
Zm00001eb051770,Zm00001eb219220,SD
Zm00001eb400680,Zm00001eb007640,SD
Zm00001eb026430,Zm00001eb398840,SD
Zm00001eb077630,Zm00001eb426650,SD
Zm00001eb092300,Zm00001eb197480,SD
Zm00001eb388390,Zm00001eb275860,SD
Zm00001eb244510,Zm00001eb182680,SD
Zm00001eb251900,Zm00001eb071760,SD
Zm00001eb109900,Zm00001eb017860,SD
Zm00001eb109900,Zm00001eb328890,SD
Zm00001eb205790,Zm00001eb235840,SD
Zm00001eb205790,Zm00001eb386490,SD
Zm00001eb370700,Zm00001eb152750,SD
Zm00001eb085610,Zm00001eb143150,SD
Zm00001eb072640,Zm00001eb428240,SD
Zm00001eb072640,Zm00001eb251040,SD
Zm00001eb179730,Zm00001eb041400,SD
Zm00001eb170080,Zm00001eb113100,SD
Zm00001eb220940,Zm00001eb044650,SD
Zm00001eb071140,Zm00001eb430670,SD
Zm00001eb056780,Zm00001eb215190,SD
Zm00001eb005640,Zm00001eb402070,SD
Zm00001eb117350,Zm00001eb213250,SD
Zm00001eb095710,Zm00001eb307410,SD
Zm00001eb383330,Zm00001eb277860,SD
Zm00001eb383330,Zm00001eb238330,SD
Zm00001eb417370,Zm00001eb354640,SD
Zm00001eb417370,Zm00001eb332180,SD
Zm00001eb002640,Zm00001eb402570,SD
Zm00001eb309230,Zm00001eb097690,SD
Zm00001eb368130,Zm00001eb148680,SD
Zm00001eb368130,Zm00001eb289790,SD
Zm00001eb358680,Zm00001eb159410,SD
Zm00001eb358680,Zm00001eb344810,SD
Zm00001eb102550,Zm00001eb317910,SD
Zm00001eb102550,Zm00001eb036940,SD
Zm00001eb302280,Zm00001eb061140,SD
Zm00001eb324450,Zm00001eb107030,SD
Zm00001eb073310,Zm00001eb428510,SD
Zm00001eb073310,Zm00001eb250650,SD
Zm00001eb073310,Zm00001eb021800,SD
Zm00001eb031900,Zm00001eb050410,SD
Zm00001eb156730,Zm00001eb360400,SD
Zm00001eb156730,Zm00001eb295400,SD
Zm00001eb299960,Zm00001eb059850,SD
Zm00001eb044650,Zm00001eb066060,SD
Zm00001eb008320,Zm00001eb401190,SD
Zm00001eb354640,Zm00001eb332180,SD
Zm00001eb376400,Zm00001eb271190,SD
Zm00001eb143300,Zm00001eb364580,SD
Zm00001eb143300,Zm00001eb085820,SD
Zm00001eb037740,Zm00001eb176420,SD
Zm00001eb097080,Zm00001eb304550,SD
Zm00001eb185310,Zm00001eb247840,SD
Zm00001eb273610,Zm00001eb225260,SD
Zm00001eb184470,Zm00001eb425830,SD
Zm00001eb093560,Zm00001eb195920,SD
Zm00001eb074050,Zm00001eb429230,SD
Zm00001eb330850,Zm00001eb015630,SD
Zm00001eb330850,Zm00001eb395320,SD
Zm00001eb098660,Zm00001eb311190,SD
Zm00001eb336250,Zm00001eb123410,SD
Zm00001eb312500,Zm00001eb041350,SD
Zm00001eb312500,Zm00001eb179740,SD
Zm00001eb204260,Zm00001eb383120,SD
Zm00001eb256120,Zm00001eb373380,SD
Zm00001eb100410,Zm00001eb037600,SD
Zm00001eb366950,Zm00001eb147290,SD
Zm00001eb228190,Zm00001eb272240,SD
Zm00001eb228190,Zm00001eb003010,SD
Zm00001eb122460,Zm00001eb336900,SD
Zm00001eb355690,Zm00001eb266650,SD
Zm00001eb106160,Zm00001eb322950,SD
Zm00001eb055330,Zm00001eb216070,SD
Zm00001eb401500,Zm00001eb006630,SD
Zm00001eb200910,Zm00001eb408010,SD
Zm00001eb071990,Zm00001eb430240,SD
Zm00001eb101940,Zm00001eb316790,SD
Zm00001eb079210,Zm00001eb425180,SD
Zm00001eb291960,Zm00001eb151270,SD
Zm00001eb135740,Zm00001eb031300,SD
Zm00001eb291450,Zm00001eb352400,SD
Zm00001eb317080,Zm00001eb035420,SD
Zm00001eb190200,Zm00001eb280670,SD
Zm00001eb284250,Zm00001eb121270,SD
Zm00001eb277900,Zm00001eb383230,SD
Zm00001eb271540,Zm00001eb375560,SD
Zm00001eb192430,Zm00001eb257810,SD
Zm00001eb192430,Zm00001eb374700,SD
Zm00001eb101180,Zm00001eb033500,SD
Zm00001eb100060,Zm00001eb313980,SD
Zm00001eb039040,Zm00001eb175860,SD
Zm00001eb218430,Zm00001eb052900,SD
Zm00001eb238140,Zm00001eb204110,SD
Zm00001eb238140,Zm00001eb383050,SD
Zm00001eb013110,Zm00001eb397170,SD
Zm00001eb246600,Zm00001eb184110,SD
Zm00001eb246600,Zm00001eb078770,SD
Zm00001eb251410,Zm00001eb187900,SD
Zm00001eb423330,Zm00001eb081720,SD
Zm00001eb372700,Zm00001eb194150,SD
Zm00001eb072840,Zm00001eb250950,SD
Zm00001eb364580,Zm00001eb085820,SD
Zm00001eb197160,Zm00001eb406920,SD
Zm00001eb060610,Zm00001eb213010,SD
Zm00001eb212060,Zm00001eb062190,SD
Zm00001eb212060,Zm00001eb303680,SD
Zm00001eb397060,Zm00001eb148960,SD
Zm00001eb041350,Zm00001eb179740,SD
Zm00001eb418920,Zm00001eb089600,SD
Zm00001eb371680,Zm00001eb194780,SD
Zm00001eb030510,Zm00001eb051330,SD
Zm00001eb188990,Zm00001eb252730,SD
Zm00001eb275510,Zm00001eb387430,SD
Zm00001eb227170,Zm00001eb272800,SD
Zm00001eb058610,Zm00001eb214030,SD
Zm00001eb356420,Zm00001eb294200,SD
Zm00001eb173410,Zm00001eb261430,SD
Zm00001eb126890,Zm00001eb334180,SD
Zm00001eb374700,Zm00001eb257810,SD
Zm00001eb374700,Zm00001eb312850,SD
Zm00001eb250470,Zm00001eb073630,SD
Zm00001eb250470,Zm00001eb428660,SD
Zm00001eb017170,Zm00001eb394530,SD
Zm00001eb095620,Zm00001eb307250,SD
Zm00001eb043920,Zm00001eb220650,SD
Zm00001eb343240,Zm00001eb295380,SD
Zm00001eb343240,Zm00001eb156700,SD
Zm00001eb002480,Zm00001eb402520,SD
Zm00001eb002480,Zm00001eb228590,SD
Zm00001eb254060,Zm00001eb194780,SD
Zm00001eb219070,Zm00001eb051450,SD
Zm00001eb187610,Zm00001eb072710,SD
Zm00001eb427820,Zm00001eb075100,SD
Zm00001eb078190,Zm00001eb425930,SD
Zm00001eb358930,Zm00001eb159150,SD
Zm00001eb141890,Zm00001eb363370,SD
Zm00001eb402810,Zm00001eb003210,SD
Zm00001eb073750,Zm00001eb428830,SD
Zm00001eb073750,Zm00001eb187120,SD
Zm00001eb156040,Zm00001eb342850,SD
Zm00001eb111820,Zm00001eb331370,SD
Zm00001eb246330,Zm00001eb079270,SD
Zm00001eb194480,Zm00001eb279580,SD
Zm00001eb261700,Zm00001eb173270,SD
Zm00001eb402510,Zm00001eb002470,SD
Zm00001eb013450,Zm00001eb396970,SD
Zm00001eb306060,Zm00001eb096890,SD
Zm00001eb392430,Zm00001eb018870,SD
Zm00001eb367050,Zm00001eb289050,SD
Zm00001eb079610,Zm00001eb246020,SD
Zm00001eb379110,Zm00001eb268770,SD
Zm00001eb397630,Zm00001eb012440,SD
Zm00001eb102160,Zm00001eb317170,SD
Zm00001eb235840,Zm00001eb386490,SD
Zm00001eb314530,Zm00001eb100680,SD
Zm00001eb314530,Zm00001eb037710,SD
Zm00001eb314530,Zm00001eb193320,SD
Zm00001eb314530,Zm00001eb256450,SD
Zm00001eb294970,Zm00001eb156350,SD
Zm00001eb294970,Zm00001eb360550,SD
Zm00001eb206910,Zm00001eb233490,SD
Zm00001eb206910,Zm00001eb389650,SD
Zm00001eb206910,Zm00001eb274600,SD
Zm00001eb047010,Zm00001eb222450,SD
Zm00001eb038430,Zm00001eb101120,SD
Zm00001eb038430,Zm00001eb315430,SD
Zm00001eb015290,Zm00001eb291250,SD
Zm00001eb328280,Zm00001eb109860,SD
Zm00001eb328280,Zm00001eb392230,SD
Zm00001eb189380,Zm00001eb252870,SD
Zm00001eb189380,Zm00001eb381580,SD
Zm00001eb067200,Zm00001eb433030,SD
Zm00001eb329660,Zm00001eb110710,SD
Zm00001eb071400,Zm00001eb414090,SD
Zm00001eb071400,Zm00001eb430510,SD
Zm00001eb403140,Zm00001eb004190,SD
Zm00001eb403140,Zm00001eb222650,SD
